"SPEAKER","SENTENCE","DOMAINID","DOMAIN","CATEGORY","SPEAKERID","SENTENCEID","MAIN","SUB","QA","QACNCT","MQ","SQ","UA","SA","개체명","용어사전","지식베이스","",""
"점원","지금 프로그램은 문법은 외부 교재를 쓰고요 주 2회를 문법, 주 2회 독해 하루는 듣기를 해요 듣기는 교육청 듣기 평가로 하고요","C","학원","어학원","0","12","전반적인수업커리큘럼문의","","A","","","","","지금 프로그램은 문법은 외부 교재를 쓰고요 주 2회를 문법, 주 2회 독해 하루는 듣기를 해요 듣기는 교육청 듣기 평가로 하고요","지금, 프로그램, 문법, 외부, 교재, 주 2회, 독해, 하루, 듣기, 교육청, 듣기 평가","","문법/수업, 주 2회/횟수, 독해/수업, 하루/날짜, 듣기/수업","",""
"고객","일주일에 4번 하는겁니까?","C","학원","어학원","1","13","수업시간표문의","","Q","","일주일에 4번 하는겁니까?","","","","일주일, 4번","","일주일/기간, 4번/횟수","",""
"점원","다섯 번하죠","C","학원","어학원","0","14","수업시간표문의","","A","","","","","다섯 번하죠","다섯 번","","다섯 번/횟수","",""
"고객","방학 프로그램 있어요?","C","학원","어학원","1","15","방학프로그램문의","","Q","","방학 프로그램 있어요?","","","","방학 프로그램","","","",""
"점원","아뇨 단기적으로 가르치는 건 없어요","C","학원","어학원","0","16","방학프로그램문의","","A","","","","","아뇨 단기적으로 가르치는 건 없어요","단기적","","","",""
"고객","책은 따로 판매하시나요?","C","학원","어학원","1","17","교재판매문의","","Q","","책은 따로 판매하시나요?","","","","책, 판매","","","",""
"점원","아뇨 그렇게는 안해요","C","학원","어학원","0","18","교재판매문의","","A","","","","","아뇨 그렇게는 안해요","","","","",""
"고객","상담을 조금 하고 싶은데","C","학원","어학원","1","1","상담문의","","Q","","상담을 조금 하고 싶은데","","","","상담, 조금","","","",""
"점원","학년이 몇 학년인가요?","C","학원","어학원","0","2","상담문의","학년","Q","","","학년이 몇 학년인가요?","","","학년, 몇 학년","","","",""
"고객","이제 중3 올라갑니다","C","학원","어학원","1","3","상담문의","학년","A","","","","이제 중3 올라갑니다","","이제, 중3","","중3/대상","",""
"점원","여학생인가요 남학생인가요?","C","학원","어학원","0","4","상담문의","성별","Q","","","여학생인가요 남학생인가요?","","","여학생, 남학생","","여학생/성별, 남학생/성별","",""
"고객","남학생입니다","C","학원","어학원","1","5","상담문의","성별","A","","","","남학생입니다","","남학생","","남학생/성별","",""
"점원","학원은 다니고 있나요?","C","학원","어학원","0","6","상담문의","교육경험문의","Q","","","학원은 다니고 있나요?","","","학원","","","",""
"고객","아뇨","C","학원","어학원","1","7","상담문의","교육경험문의","A","","","","아뇨","","","","","",""
"점원","그 동안 공부는 어떻게 했나요?","C","학원","어학원","0","8","상담문의","공부방법확인","Q","","","그 동안 공부는 어떻게 했나요?","","","동안, 공부","","","",""
"고객","제가 가르치고","C","학원","어학원","1","9","상담문의","공부방법확인","A","","","","제가 가르치고","","","","","",""
"점원","성적은 어떤가요?","C","학원","어학원","0","10","상담문의","성적","Q","","","성적은 어떤가요?","","","성적","","","",""
"고객","90점 이상은 넘어요","C","학원","어학원","1","11","상담문의","성적","A","","","","90점 이상은 넘어요","","90점, 이상","","90점/점수","",""
"점원","생각하는 학교는 있나요?","C","학원","어학원","0","12","상담문의","원하는학교","Q","","","생각하는 학교는 있나요?","","","생각, 학교","","","",""
"고객","학생도 자사고가 좋아 보인다고 그러긴 하는데","C","학원","어학원","1","13","상담문의","원하는학교","A","","","","학생도 자사고가 좋아 보인다고 그러긴 하는데","","학생, 자사고","","","",""
"고객","수업은 어떤 식으로 어떻게?","C","학원","어학원","1","14","전반적인수업커리큘럼문의","","Q","","수업은 어떤 식으로 어떻게?","","","","수업","","","",""
"점원","일반반에서 하게 되면 90분씩 주 5일 수업을 하고 학교 시험은 1달 전에 내신 대비하고 모의고사 준비를 합니다","C","학원","어학원","0","15","전반적인수업커리큘럼문의","","A","","","","","일반반에서 하게 되면 90분씩 주 5일 수업을 하고 학교 시험은 1달 전에 내신 대비하고 모의고사 준비를 합니다","일반반, 90분, 주 5일, 수업, 학교, 시험, 1달, 전 내신, 대비, 모의고사, 준비","","일반반/반, 90분/시간, 주 5일/횟수, 1달 전/날짜, 내신/수업방향","",""
"고객","셔틀버스는 없나요?","C","학원","어학원","1","16","학원차량가능문의","","Q","","셔틀버스는 없나요?","","","","셔틀버스","","","",""
"점원","댁이 어디죠?","C","학원","어학원","0","17","학원차량가능문의","학생위치","Q","","","댁이 어디죠?","","","댁, 어디","","","",""
"고객","외동 축협 있는 곳에","C","학원","어학원","1","18","학원차량가능문의","학생위치","A","","","","외동 축협 있는 곳에","","외동 축협","","외동 축협/위치","",""
"점원","집에 가는 차는 있는데 오는 차가 없습니다","C","학원","어학원","0","19","학원차량가능문의","","A","16","","","","집에 가는 차는 있는데 오는 차가 없습니다","집, 차","","","",""
"고객","듣기하고 독해하고 이렇게 하는 거죠?","C","학원","어학원","1","20","수업과정별수업내용문의","","Q","","듣기하고 독해하고 이렇게 하는 거죠?","","","","듣기, 독해","","듣기/수업, 독해/수업","",""
"점원","문법도 합니다","C","학원","어학원","0","21","수업과정별수업내용문의","","A","","","","","문법도 합니다","문법","","문법/수업","",""
"고객","스피킹이나 작문은요?","C","학원","어학원","1","22","수업과정별수업내용문의","","Q","","스피킹이나 작문은요?","","","","스피킹, 작문","","스피킹/수업, 작문/수업","",""
"점원","스피킹은 입시에는 없어서 안 하고 작문은 내신 시험 준비할 때 합니다","C","학원","어학원","0","23","수업과정별수업내용문의","","A","","","","","스피킹은 입시에는 없어서 안 하고 작문은 내신 시험 준비할 때 합니다","스피킹, 입시, 작문, 내신, 시험, 준비","","스피킹/수업, 입시/수업방향, 작문/수업, 내신/수업방향","",""
"고객","수업료는?","C","학원","어학원","1","24","교육비문의","","Q","","수업료는?","","","","수업료","","","",""
"점원","중학생은 30만 원입니다","C","학원","어학원","0","25","교육비문의","","A","","","","","중학생은 30만 원입니다","중학생, 30만 원","","중학생/대상, 30만 원/금액","",""
"고객","고등학생은 다른가요?","C","학원","어학원","1","26","교육비문의","","Q","","고등학생은 다른가요?","","","","고등학생","","고등학생/대상","",""
"점원","3일 오고 30만 원입니다","C","학원","어학원","0","27","교육비문의","","A","","","","","3일 오고 30만 원입니다","3일, 30만 원","","3일/기간, 30만 원/금액","",""
"고객","선생님은 몇 분 계시나요?","C","학원","어학원","1","28","선생님인원수문의","","Q","","선생님은 몇 분 계시나요?","","","","선생님, 몇 분","","","",""
"점원","영어 선생님은 2분 계십니다","C","학원","어학원","0","29","선생님인원수문의","","A","","","","","영어 선생님은 2분 계십니다","영어, 선생님, 2분","","2분/교사인원","",""
"고객","상담 잠깐 할 수 있나요?","C","학원","어학원","1","1","상담문의","","Q","","상담 잠깐 할 수 있나요?","","","","상담, 잠깐","","","",""
"점원","초등학생이세요?","C","학원","어학원","0","2","상담문의","학년","Q","","","초등학생이세요?","","","초등학생","","초등학생/대상","",""
"고객","중학교 3학년이요","C","학원","어학원","1","3","상담문의","학년","A","","","","중학교 3학년이요","","중학교 3학년","","중학교 3학년/대상","",""
"점원","학교는 어디인가요?","C","학원","어학원","0","4","상담문의","학생다니는학교","Q","","","학교는 어디인가요?","","","학교, 어디","","","",""
"고객","분청","C","학원","어학원","1","5","상담문의","학생다니는학교","A","","","","분청","","분청","","분청/학교명","",""
"점원","그전에 배웠었나요?","C","학원","어학원","0","6","상담문의","교육경험문의","Q","","","그전에 배웠었나요?","","","전","","","",""
"고객","아뇨","C","학원","어학원","1","7","상담문의","교육경험문의","A","","","","아뇨","","","","","",""
"점원","중2 때 성적은 알 수 있을까요?","C","학원","어학원","0","8","상담문의","성적","Q","","","중2 때 성적은 알 수 있을까요?","","","중2, 성적","","중2/대상","",""
"고객","80, 90정도","C","학원","어학원","1","9","상담문의","성적","A","","","","80, 90정도","","80, 90, 정도","","80/점수, 90/점수","",""
"점원","여자애인가요?","C","학원","어학원","0","10","상담문의","성별","Q","","","여자애인가요?","","","여자애","","여자애/성별","",""
"고객","남자요","C","학원","어학원","1","11","상담문의","성별","A","","","","남자요","","남자","","남자/성별","",""
"고객","수업은 어떤 식으로 진행되나요?","C","학원","어학원","1","12","전반적인수업커리큘럼문의","","Q","","수업은 어떤 식으로 진행되나요?","","","","수업, 진행","","","",""
"점원","중3은 한 반은 내신 집중 반이고요 한 반은 특목반이고요","C","학원","어학원","0","13","전반적인수업커리큘럼문의","","A","","","","","중3은 한 반은 내신 집중 반이고요 한 반은 특목반이고요","중3, 한 반, 내신 집중 반, 특목반","","중3/대상, 내신 집중 반/반, 특목반/반","",""
"고객","회화는 안 해주시나요?","C","학원","어학원","1","14","수업과정별수업내용문의","","Q","","회화는 안 해주시나요?","","","","회화","","회화/수업","",""
"점원","회화 수업은 특목반만 1주일에 한번 토론 수업이 있어요","C","학원","어학원","0","15","수업과정별수업내용문의","","A","","","","","회화 수업은 특목반만 1주일에 한번 토론 수업이 있어요","회화 수업, 특목반, 1주일, 한번, 토론 수업","","회화 수업/수업, 특목반/반, 1주일/기간, 한번/횟수, 토론 수업/수업","",""
